CUST_ID,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C11388,0.833333,0,0,24,7500,1907.796411,194.793488,0.083333,12
C11389,0,0,0,7,6000,806.587482,130.017867,0.2,12
C11390,0,0.166667,5,0,11000,1648.391392,1222.355238,0,12
C11391,0.666667,0.166667,2,10,1700,239.759567,208.2926,0,12
C11392,0.083333,0,0,6,7500,493.086038,169.34887,0.3,12
C11394,0,0.416667,16,0,3500,8450.958983,243.343542,0.363636,12
C11395,1,0.166667,3,45,12500,4059.3757,496.075078,0.083333,12
C11396,0.416667,0.416667,15,35,9500,2016.609163,2885.44844,0,12
C11397,0,0.083333,1,16,16500,4474.571671,138.674322,1,12
C11398,1,0,0,13,1200,179.844127,129.984859,0.166667,12
C11399,0,0,0,4,7000,1590.946442,133.273654,0.25,12
C11400,0.333333,0,0,8,3000,315.301272,57.711988,0.181818,12
C11401,0.333333,0.111111,3,5,1200,119.369967,535.455159,0,9
C11402,0,0.142857,1,4,4500,539.231042,931.531127,0,7
C11403,0.833333,0.416667,7,29,11500,1110.44826,1028.109548,0,12
C11404,0.916667,0,0,19,10000,1681.194004,175.755159,1,12
C11405,0,0.166667,3,0,12000,2428.847512,3502.851217,0,12
C11406,0.333333,0,0,28,7000,2565.252377,300.082054,0,12
C11407,0.583333,0.083333,1,20,16000,2326.997535,174.061253,0.833333,12
C11408,1,0,0,24,4000,1020.782939,1329.038006,0,12
C11409,0.333333,0,0,5,4000,1499.855842,39.385916,0.1,12
C11410,0,0.083333,1,0,1500,298.435921,366.90327,0,12
C11411,0,0.333333,6,0,13500,1684.800793,1779.683281,0,12
C11412,0.916667,0,0,16,1000,1693.123192,815.025567,0.083333,12
C11413,0.833333,0.25,6,19,9000,8713.847904,1677.290468,0,12
C11414,0.75,0,0,15,4500,2139.874585,260.662747,0,12
C11415,0.416667,0,0,25,12000,2463.043567,199.936768,0.909091,12
C11416,0,0,0,17,8500,999.607298,171.602356,0.363636,12
C11417,0.25,0.083333,1,9,6000,651.887762,800.040356,0,12
C11418,0.3,0,0,4,4000,2427.690302,717.747014,0,10
C11419,0,0,0,12,8500,6000.763458,682.274622,0,12
C11420,0.75,0.083333,1,21,6500,1745.666361,171.044243,0.090909,12
C11421,0,0,0,7,6000,1558.234063,165.821848,0.666667,12
C11422,0.25,0.083333,1,6,2500,1558.325533,58.665765,0.181818,12
C11423,0,0,0,7,16500,410.798862,209.045742,1,12
C11424,0,0.25,4,0,7500,922.08551,1313.849047,0,12
C11425,0.416667,0,0,6,8500,577.247923,439.337182,0,12
C11426,0.666667,0,0,16,7000,3692.246322,100.894512,0,12
C11427,0.666667,0,0,16,15500,1198.790549,194.362209,0,12
C11428,1,0.083333,1,39,6500,5845.78102,1151.418293,0,12
C11429,0,0.166667,2,2,2300,625.532634,472.309554,0,12
C11430,0.083333,0,0,18,4000,2875.007088,150.184354,0.166667,12
C11431,0,0.142857,2,0,3000,704.789521,46.396619,1,7
C11432,0,0.083333,1,1,3000,356.465959,19.329034,0,12
C11433,0,0.416667,17,2,9000,2299.218749,2988.430055,0,12
C11434,0,0,0,8,3000,90.1719,198.000106,0,12
C11435,0,0.416667,12,0,3000,659.76111,1053.773309,0,12
C11436,1,0,0,12,2500,216.922698,169.95303,1,12
C11437,0,0.25,4,0,1500,685.228947,339.660618,0,12
C11438,0,0.090909,1,7,3000,825.929531,171.750543,0.1,11
C11439,0,0.083333,1,0,8000,660.781751,803.189729,0,12
C11440,0.083333,0,0,7,4000,415.139393,354.783499,0,12
C11441,0.416667,0,0,21,6500,867.534492,172.363941,0,12
C11442,0.833333,0,0,22,3000,763.738703,189.953723,0,12
C11443,0,0.166667,3,0,3000,565.655851,659.678948,0,12
C11444,0.166667,0,0,16,3000,446.722613,145.306865,0.272727,12
C11445,1,0,0,40,12000,4552.742211,217.937998,0.833333,12
C11446,0,0.333333,7,7,2600,3078.374295,402.102876,0.090909,12
C11447,1,0,0,12,2500,3909.150905,5092.7993,0,12
C11448,0,0.083333,2,0,1000,1029.191073,277.371035,0.125,12
C11449,0,0,0,23,5000,1411.392046,770.484199,0,12
C11450,0.916667,0,0,11,2000,295.676965,136.234257,0.363636,12
C11451,0,0,0,5,8000,1846.833247,136.934288,1,12
C11452,0.916667,0,0,46,8000,2597.767395,168.621828,0.363636,12
C11453,0,0.5,6,0,1000,1374.841601,392.678144,0,12
C11454,0.416667,0,0,15,10500,712.993271,164.374194,0.25,12
C11455,0.666667,0,0,32,4000,606.890738,169.514793,0,12
C11456,0,0.166667,2,0,12000,1919.111579,3017.638941,0,12
C11457,1,0.083333,2,91,6000,6967.667428,2158.446633,0,12
C11458,1,0,0,248,9000,10114.18854,209.881639,1,12
C11459,0.5,0.083333,1,12,1000,134.938594,376.703445,0,12
C11460,0,0,0,9,7500,836.921157,920.73478,0,10
C11461,0.916667,0,0,15,8500,2219.82375,224.328091,0,12
C11463,0.833333,0.083333,4,84,3000,3396.558042,4540.641433,0,12
C11464,0,0,0,1,6500,734.613034,166.057617,1,12
C11466,0,0.166667,2,8,1800,1962.562543,579.554418,0,12
C11467,0,0.083333,1,0,7500,231.081616,0.117036,0,12
C11468,0,0,0,18,9000,2395.548466,178.054329,1,12
C11469,0.333333,0,0,10,3800,1448.573986,83.666499,0,12
C11470,0.75,0,0,32,4500,6133.623121,442.215058,0.1,12
C11471,0.666667,0,0,63,4000,8622.953253,209.975643,1,12
C11472,0.833333,0.5,15,50,12000,3732.923009,3577.000998,0,12
C11473,0,0,0,2,2100,114.614967,140.169606,0,12
C11474,0,0.083333,1,0,6000,552.938783,207.920808,0,12
C11475,0.666667,0,0,25,7500,3394.95009,380.300298,0.083333,12
C11476,0,0.166667,3,0,1800,440.33622,581.499966,0,12
C11477,0,0.25,4,2,5000,4723.998143,351.230553,0,12
C11478,0.583333,0,0,13,1000,133.36143,9285.151136,0,12
C11479,0,0,0,8,7000,341.196389,158.741704,0.666667,12
C11480,0.5,0,0,25,6000,1694.490864,138.951551,0.333333,12
C11481,0.75,0,0,9,16500,15246.11594,295.779348,1,12
C11482,1,0.5,13,59,15000,3319.325665,649.154698,0,12
C11483,0,0.25,7,1,10500,2373.476104,1834.125873,0,12
C11484,0.416667,0,0,13,4200,1534.31902,612.83515,0,12
C11485,0.416667,0,0,20,9000,526.120039,169.900038,0.3,12
C11486,0.714286,0,0,8,5500,95.682798,195.497298,0,7
C11487,0.75,0,0,38,11000,1906.997697,226.703216,0,12
C11488,0.5,0.333333,5,15,1500,1226.999404,546.45889,0,12
C11489,0.166667,0,0,5,3750,717.927436,80.817599,0.3,12
C11490,0.166667,0.416667,15,3,10500,2070.710343,2923.119896,0,12
C11491,0,0,0,20,9500,1004.760912,578.179464,0,12
C11492,0.5,0,0,129,7000,5505.517545,182.916276,0.833333,12
C11493,0.454545,0,0,6,8500,946.105536,255.864629,0,11
C11494,0.833333,0,0,10,2500,1248.404553,171.42994,0,12
C11495,0.583333,0,0,56,17000,17575.20083,2465.465414,0.166667,12
C11496,0.666667,0,0,30,6000,304.637365,28.51825,0,12
C11497,0.083333,0.333333,7,1,2500,1577.510657,997.74591,0,12
C11498,0,0.916667,15,0,14500,3967.893848,4392.097756,0,12
C11499,0,0.166667,2,0,10500,7310.396611,1401.251858,0.1,12
C11500,1,0,0,21,1900,667.050505,538.835764,0,12
C11501,0,0.090909,2,2,9000,10909.20512,2007.753774,0,11
C11502,1,0,0,89,16500,6083.511913,289.474616,0.083333,12
C11503,1,0,0,24,2500,676.624615,171.700116,1,12
C11504,0,0,0,3,1000,398.080493,718.175953,0,12
C11505,0.875,0,0,8,1000,977.652258,113.492537,0.833333,8
C11506,0.083333,0,0,0,14000,28988.97388,1092.184812,0.5,12
C11507,0.916667,0,0,27,6500,449.234708,571.97134,0,12
C11508,0.5,0,0,17,8500,2222.490788,162.999636,1,12
C11509,0,0.166667,9,2,8500,506.365178,188.551517,0.25,12
C11510,0,0.916667,22,0,11500,1337.056317,1654.077219,0,12
C11511,1,0,0,52,7000,4869.034025,199.727571,1,12
C11512,0,0.333333,4,1,8500,911.108606,1571.782709,0,12
C11513,0.416667,0,0,70,8000,3606.985963,460.572295,0,12
C11514,0.272727,0,0,69,7000,3348.095046,1298.363292,0,11
C11515,0.272727,0.181818,8,7,2000,757.096312,1588.275968,0,11
C11516,0.166667,0.083333,1,16,500,736.122329,99.005409,0.222222,12
C11517,0,0.166667,7,0,3000,3812.753505,414.430882,0.166667,12
C11518,0,0,0,10,5500,1958.462851,87.443335,1,12
C11519,0,0,0,38,4500,2489.949174,167.452035,1,12
C11520,0.222222,0,0,7,7500,611.396021,81.113509,1,9
C11522,0.5,0,0,6,1000,542.108571,203.364386,0.125,10
C11523,0.916667,0,0,29,5500,1095.198415,563.713408,0,12
C11524,0,0.8,17,0,3000,674.847656,616.794193,0,10
C11526,0,0,0,3,10500,511.059528,492.803429,0,11
C11527,0.833333,0,0,51,8000,2961.631164,373.675969,0,12
C11528,0.916667,0.083333,2,27,10400,9801.637331,1254.849545,0,12
C11529,1,0,0,40,7500,3327.955123,71.20589,0.3,12
C11530,0,0,0,1,1600,119.909635,85.190203,0,12
C11531,0,0.5,8,0,4000,1420.257435,503.523911,0,12
C11532,0.416667,0.083333,1,62,4500,4889.053647,1141.960634,0,12
C11533,0,0,0,15,1200,1083.253347,416.746641,0,12
C11534,0.833333,0.083333,1,24,7000,1609.27261,177.262274,0.916667,12
C11536,0,0.083333,1,0,7000,3590.813278,544.904786,0,12
C11537,0.916667,0.833333,14,13,12500,1441.367488,782.318388,0,12
C11538,0.75,0.833333,45,45,9000,1068.212206,1894.826566,0,12
C11539,0.083333,0,0,9,2500,993.196174,252.572491,0,12
C11540,0,0.583333,11,0,5000,1589.654582,1456.920041,0,12
C11541,0.5,0,0,56,5000,7007.797351,354.703333,0.416667,12
C11542,0,0.5,21,0,8000,5943.975673,1631.426308,0.090909,12
C11543,0.25,0.333333,4,5,1800,708.699641,1118.084153,0,12
C11544,0,0.416667,13,5,2000,2338.783266,838.165733,0,12
C11545,0.416667,0,0,21,4500,1989.674433,161.279514,0.666667,12
C11546,0,0,0,1,1200,224.135558,443.646049,0,12
C11547,1,0,0,36,1500,168.998137,199.547052,0,12
C11548,0.5,0,0,21,6000,1519.011448,191.955443,1,12
C11549,0.666667,0,0,69,4500,1227.952887,688.645056,0,12
C11550,0.416667,0.083333,1,20,1200,1980.281176,195.203093,0,12
C11551,0.166667,0,0,4,3000,250.20211,87.580114,0,12
C11552,0.916667,0,0,17,3000,2272.075479,153.071572,1,12
C11553,0.666667,0,0,16,6000,2432.980638,219.177144,0,12
C11554,0.5,0,0,19,5700,1241.075833,1015.020218,0,12
C11555,0,0.166667,2,0,6500,1402.586222,2083.396706,0,12
C11556,0,1,27,0,5200,4995.602345,5363.753233,0,12
C11557,0,0.181818,2,0,3300,626.302973,954.804381,0,11
C11558,0.666667,0,0,12,1500,235.328971,162.324595,0.166667,12
C11559,0,0.166667,3,0,1500,1441.710359,263.781591,0,12
C11560,0,0,0,1,1950,485.738057,86.502541,0,12
C11561,1,0.166667,2,57,4000,2482.014766,813.370825,0,12
C11562,0.166667,0,0,9,2250,1333.446631,240.345071,0,12
C11563,0,0.166667,5,5,4000,349.53025,487.369259,0,12
C11564,0.083333,0.25,4,13,6500,4421.574277,265.127884,0,12
C11565,0.5,0,0,12,21500,8130.112361,224.763498,1,12
C11566,0,0,0,12,5200,864.174924,2154.424137,0,12
C11567,0,0.166667,2,29,3000,591.132016,1196.391741,0,12
C11568,0,0.333333,6,1,7000,1965.92346,1870.760877,0,12
C11569,0,0.444444,15,0,7000,6310.629888,839.474205,0.142857,9
C11570,0.5,0,0,45,8000,1826.642642,166.132353,0.285714,12
C11571,0.833333,0.166667,6,10,1000,2210.461973,879.12421,0,12
C11572,0,0,0,1,3000,1533.10785,115.667981,0,6
C11573,0.583333,0,0,43,10500,2856.165405,2046.341231,0,12
C11574,0.166667,0,0,31,12000,1271.161266,184.798996,0.916667,12
C11575,0.416667,0,0,27,7500,1157.317558,151.597832,0.875,12
C11576,0,0.166667,1,7,10000,918.584591,1266.340755,0,6
C11577,0.75,0,0,10,6000,2803.926679,467.477726,0.083333,12
C11578,1,0.416667,11,34,1700,4024.595117,559.828935,0.166667,12
C11579,0,0.166667,2,0,3000,616.424424,985.64549,0,12
C11580,0,0.166667,3,0,3000,592.143167,1404.749726,0,12
C11581,0.166667,0,0,3,4000,45.19561,42.397448,0.166667,12
C11582,0.583333,0.416667,9,10,1500,219.322142,278.916478,0,12
C11583,0.833333,0.5,7,48,9500,2055.673322,1961.161822,0,12
C11585,0.916667,0,0,50,8000,1980.952607,406.75838,0,12
C11586,0.916667,0,0,11,13500,669.589,208.164096,0.454545,12
C11587,0,0.083333,1,1,3000,3815.758864,466.396201,0.125,12
C11588,0,0.25,8,0,7500,4592.708912,461.680587,0,12
C11589,0,0.333333,5,8,4500,740.45306,701.288299,0,12
C11590,0.5,0,0,7,3500,58.761299,,0,12
C11591,1,0.166667,2,24,6000,703.328852,229.278664,0,12
C11592,0,0.083333,1,0,8000,1588.74192,1347.262562,0,12
C11593,0.666667,0.166667,2,38,3000,1268.702405,2050.327011,0,12
C11594,0,0.166667,2,0,1200,270.956427,345.479341,0,12
C11595,0.083333,0,0,1,4000,1095.921001,173.068884,1,12
C11596,0.083333,0,0,2,3000,168.885534,58.643303,0.090909,12
C11597,1,0.416667,8,33,4500,3169.465442,299.254363,0.083333,12
C11598,0,0.166667,2,1,1000,2060.33172,220.633128,0.166667,12
C11599,0,0.25,10,0,9000,1824.244866,2259.461833,0,12
C11600,0,0,0,1,2000,304.408605,312.893487,0,12
C11601,1,0.166667,3,49,6500,2571.280305,314.038049,0.166667,12
C11602,0.333333,0,0,9,3000,1009.97564,1102.79511,0,12
C11603,0.1,0.3,5,15,5000,1043.772722,1488.313908,0,10
C11604,1,0,0,47,1200,1558.812198,1543.178369,0,12
C11605,0.916667,0,0,12,4000,263.919053,144.825209,0.777778,12
C11606,1,0,0,12,5000,364.834065,82.215933,0.25,12
C11607,0.416667,0,0,12,6500,1131.607754,291.293418,0,12
C11608,1,0,0,12,1000,571.417096,1618.201652,0,12
C11609,0.916667,0,0,12,1000,278.441988,207.232063,0.1,12
C11610,0,0.333333,8,0,3500,664.715954,1567.921939,0,12
C11611,1,0,0,27,4500,4242.383449,245.295678,0.25,12
C11612,0,0.083333,4,72,13000,22350.29247,562.887574,0.916667,12
C11613,0.166667,0,0,3,7000,670.376849,627.343242,0,12
C11614,0,0.666667,15,0,9000,5171.793236,929.686078,0.090909,12
C11615,0.333333,0.166667,5,4,8000,1274.301021,2539.523493,0,12
C11616,0,0,0,7,1000,288.039256,107.908566,0,12
C11617,0,0,0,4,6000,266.209837,169.928063,1,12
C11618,0.666667,0,0,23,3000,666.292539,179.204296,0.166667,12
C11619,1,0,0,80,3000,3458.142743,133.505122,0.833333,12
C11621,0.833333,0,0,12,7300,1913.220366,208.079912,0.25,12
C11622,1,0.75,15,139,13000,12080.20143,595.825281,0.25,12
C11623,0,0.083333,1,13,3000,595.682302,176.911112,0,12
C11624,0,0.083333,1,0,3000,0,,0,12
C11625,1,0,0,64,8500,7713.262155,266.749027,0,12
C11626,0.666667,0.166667,4,8,2000,569.731828,541.208044,0,12
C11627,0,0,0,1,6000,2437.260081,49.283603,0,12
C11628,0.666667,0.083333,1,29,7500,1351.901655,1419.470367,0,12
C11629,0,0.083333,1,3,6000,292.213876,168.244932,0,12
C11630,0.166667,0.166667,2,15,9000,1659.876332,1411.613705,0,12
C11631,0.333333,0.416667,14,13,7500,2519.858893,2376.25517,0,12
C11632,0.416667,0,0,6,3000,1229.096798,1327.177817,0,12
C11633,0,0.1,1,0,1200,119.790593,7.127887,0.5,10
C11634,0.083333,0,0,2,7000,170.180973,161.234787,0,12
C11635,1,0,0,176,9000,9686.614183,263.250811,0.916667,12
C11636,0,0,0,12,1200,541.21958,709.92275,0,11
C11637,0.416667,0,0,5,7500,1864.665644,450.605909,0.272727,12
C11638,1,0,0,136,14500,25825.32482,2921.628286,0,12
C11639,0.166667,0,0,14,4000,699.109729,177.91561,1,12
C11640,0,0.166667,4,3,1700,51.461732,66.852048,0,12
C11641,0.166667,0,0,35,4500,4736.750346,86.731068,0.666667,12
C11642,0.416667,0,0,7,3000,802.93759,223.716043,0,12
C11643,0.916667,0,0,27,7500,702.365795,163.523497,1,12
C11644,1,0,0,12,1500,224.061597,28.414675,0,12
C11645,1,0,0,12,2500,363.735397,,0,12
C11646,0.5,0,0,14,4500,904.796957,82.491959,0.5,12
C11647,0.1,0,0,5,2000,876.757279,474.632979,0,10
C11648,0.333333,0,0,13,11500,3347.328701,1220.529171,0,12
C11649,0.916667,0.083333,1,18,8500,2055.474721,661.183131,0,12
C11650,1,0,0,12,2000,1738.449943,283.392145,0,12
C11651,0.833333,0,0,12,1000,478.875501,177.734472,1,12
C11652,0,0.166667,3,0,1200,1721.925721,239.868958,0.142857,12
C11653,0,0.2,11,0,4000,611.537657,1167.341625,0,10
C11654,0.416667,0,0,18,4350,278.328435,470.064242,0,12
C11655,0,0.2,3,1,3000,3125.652785,405.748783,0,10
C11656,0.833333,0,0,29,900,1941.959847,618.228223,0,12
C11657,1,0,0,195,18000,35843.62593,716.027656,1,12
C11658,1,0.5,10,32,6000,4176.325274,327.352843,0.083333,12
C11659,0.666667,0,0,14,3500,301.677275,164.479393,1,12
C11660,1,0.25,4,12,1000,361.021723,415.996627,0,12
C11661,0,0.166667,2,2,6000,1467.932074,2425.197792,0,12
C11662,0,0,0,25,7500,4547.760665,142.221091,1,12
C11663,0.666667,0,0,20,3050,1614.5512,2228.715586,0,12
C11664,0.416667,0,0,6,4500,217.143643,66.781434,1,12
C11666,0.416667,0.166667,4,5,5500,1442.246195,1642.343531,0,12
C11667,0,0,0,31,2700,1164.552612,1283.600242,0.125,12
C11668,1,0,0,24,6000,1217.960916,440.321862,0,12
C11669,0.75,0,0,63,2700,5651.220766,263.619684,0.583333,12
C11670,1,0,0,82,12000,4517.823754,205.244926,0.583333,12
C11671,0.5,0,0,57,4500,5671.221416,366.088817,0,12
C11672,0,0,0,57,12000,4610.460803,4441.612219,0,12
C11673,0,0,0,11,13000,280.367131,170.017741,0.636364,12
C11674,0.181818,0,0,3,3300,1760.310579,1471.250082,1,11
C11675,0,0.083333,3,0,12000,0,,0,12
C11676,0.083333,0.166667,2,17,4000,2282.161389,532.846119,0,12
C11677,0.916667,0.083333,1,22,6700,2624.741492,373.793958,0,12
C11678,1,0.25,3,42,15000,1698.958527,2137.893656,0,12
C11679,0,0,0,8,2600,687.263236,632.040291,0,12
C11680,0,1.166667,24,2,4000,248.342971,584.926336,0,6
C11681,0,0.166667,3,0,2000,589.980487,514.792875,0,12
C11682,0.666667,0,0,9,9000,526.087388,177.721392,0,12
C11683,0,0.375,11,0,9000,1314.192386,2062.636412,0,8
C11684,0,0,0,8,1200,439.233552,1282.187993,0,12
C11685,1,0.75,31,85,4000,10693.27843,1886.056721,0,12
C11686,0,0,0,4,14500,498.165923,86.348345,0.272727,12
C11687,0,0.666667,17,0,3000,4073.172497,270.257736,0,9
C11688,0.5,0,0,7,6000,836.812414,127.768461,1,12
C11689,0.333333,0,0,4,2000,500.515114,475.627205,0,12
C11690,0,0.166667,9,0,6000,894.813551,905.546225,0,12
C11691,0.083333,0,0,9,7000,1771.172074,1336.751401,0,12
C11692,0.166667,0,0,13,8500,4089.583027,152.410485,0.833333,12
C11693,0.833333,0,0,45,8500,587.669772,503.201988,0,12
C11694,0,0.166667,2,0,2000,593.110495,269.482212,0,12
C11695,0.833333,0,0,121,7500,22542.58705,1193.03103,0.583333,12
C11696,1,0.083333,1,12,2500,1538.001397,186.726083,1,12
C11697,0,0.333333,4,0,1800,390.2023,717.310059,0,12
C11698,0.333333,0,0,20,6500,1271.233538,176.001997,0.25,12
C11699,0.416667,0,0,6,1800,461.638318,296.027848,0,12
C11700,0,0.833333,16,0,6500,1274.60362,1086.861867,0,12
C11701,0.5,0,0,20,12000,1132.705302,762.149727,0,12
C11702,0,0.083333,2,0,4500,5512.828223,696.916536,0.111111,12
C11703,1,0,0,35,6000,2734.138816,181.027921,0.916667,12
C11704,1,0,0,73,11500,1718.220924,551.63308,0,12
C11705,0,0.083333,1,0,1000,0,,0,12
C11706,0.25,0.75,23,13,4000,409.037304,379.58191,0,12
C11707,1,0.083333,1,90,11000,5990.39237,600.897569,0.083333,12
C11708,0,0.083333,1,12,8000,3722.654209,182.443604,0.416667,12
C11709,0.25,0,0,5,12000,2105.588422,3520.422846,0,12
C11710,0.75,0.583333,10,33,5000,732.08134,893.816089,0,12
C11711,0.916667,0.416667,5,12,5000,5293.609266,290.479763,0.090909,12
C11712,0.416667,0,0,7,6000,787.50992,173.630065,0.6,12
C11713,0,0.25,3,0,3000,712.676699,618.776921,0,12
C11714,0.111111,0.444444,10,2,10000,1594.977158,1712.713459,0,9
C11715,0.5,0.25,12,87,10000,5352.856606,6887.163504,0,12
C11716,0,0.083333,1,1,1950,542.919146,814.880073,0,12
C11717,0,0,0,26,7500,3189.923177,176.9102,0.916667,12
C11718,0.666667,0,0,13,6000,870.874657,179.369855,0.583333,12
C11719,0,0.083333,1,0,3000,464.716284,659.553866,0,12
C11720,0.8,0,0,11,4000,743.358844,146.723712,1,10
C11721,0.75,0,0,78,20500,1790.394949,1727.487481,0,12
C11722,0.083333,0.083333,1,6,2000,177.708307,181.271709,0,12
C11723,0.285714,0,0,16,9000,672.446893,105.350665,0.25,7
C11724,0.416667,0,0,18,5500,1587.462442,2098.664454,0,12
C11725,0,0,0,7,3000,3073.603769,855.360889,0.1,12
C11726,0.857143,0,0,13,1000,463.326909,101.919615,0.5,7
C11728,0.75,0,0,12,1000,115.418223,165.03489,0,12
C11729,0.75,0,0,33,9000,2258.647459,190.21182,0.125,12
C11730,0.416667,0.333333,9,11,7000,1498.619792,1736.821544,0,12
C11731,0,0.25,6,3,7500,1326.434054,19060.53475,0,12
C11732,1,0,0,17,1600,1381.551722,28.452913,0,12
C11733,0.416667,0,0,26,9000,3095.831769,177.879065,0.636364,12
C11734,0,0.25,3,0,1600,1933.810453,152.106855,0,12
C11735,0,0.5,22,1,6500,6850.235626,1587.042735,0,12
C11736,0.333333,0,0,19,7000,2312.220888,178.06847,0.25,12
C11737,0,0.25,3,0,6000,566.644234,1112.634979,0,12
C11738,0,0.083333,1,0,4000,128.371777,27146.02678,0,12
C11739,0.416667,0.083333,1,14,1800,1065.80426,1027.885496,0,12
C11740,0.833333,0,0,29,2100,1024.806886,173.322076,1,12
C11741,0,0.333333,12,0,4000,915.900602,1718.363679,0,12
C11742,0.916667,0,0,19,1200,564.845244,160.071637,0.583333,12
C11743,0,0.25,5,0,8000,995.539176,1032.384353,0,12
C11744,0,0.666667,14,0,9000,3603.147293,1207.117316,0,12
C11745,0.75,0.583333,20,29,6000,917.236699,1573.961394,0,12
C11746,0.4,0,0,13,7000,832.140348,70.583398,0.25,10
C11747,0,0,0,2,4000,1945.250404,271.90089,0,12
C11749,0.083333,0.083333,1,3,10000,1172.022584,194.55397,0,12
C11750,0.5,0,0,6,1000,110.860738,57.545594,0,12
C11751,0.083333,0.083333,1,8,1500,927.381808,190.875362,0,12
C11752,0.416667,0,0,10,1400,2155.314664,12256.99852,0.083333,12
C11753,1,0,0,52,11500,5031.032515,9627.891511,0,12
C11754,0.083333,0.166667,3,8,4000,3306.369832,503.399492,0,12
C11755,0,0.083333,1,2,7000,3039.325393,2172.302786,0,12
C11756,0,0.25,3,0,6000,1355.058674,2345.198755,0,12
C11757,0,0.166667,6,0,6000,680.388185,1076.334465,0,12
C11758,0.916667,0,0,50,4000,2710.98198,561.918093,0,12
C11759,0.916667,0,0,12,8500,830.130725,582.489074,0,12
C11760,1,0,0,52,15500,1734.349114,1322.868997,0,12
C11761,0,0.083333,1,0,4000,976.859575,685.995885,0,12
C11762,0,0.666667,28,0,4500,6050.865303,348.943877,0.083333,12
C11763,0.916667,0,0,33,8500,3105.312146,192.561842,1,12
C11764,0.083333,0,0,26,6500,795.94344,752.616787,0,12
C11765,0.166667,0,0,5,15000,13733.55783,336.823302,0.428571,12
C11766,1,0.833333,43,31,11500,11320.00746,2739.343539,0.083333,12
C11767,1,0,0,29,3000,1543.210017,183.380543,0.5,12
C11768,0,0.583333,7,0,3000,750.160714,1329.881951,0,12
C11769,0,0.083333,1,0,3500,1044.949836,41.026459,0.166667,12
C11770,1,0.25,10,30,6500,9076.561132,635.401109,0.083333,12
C11771,0.583333,0,0,17,6000,1032.089965,173.484575,0.333333,12
C11773,0.416667,0.25,4,44,500,1258.023851,250.283276,0,12
C11774,0,0,0,22,6500,3498.681846,74.878694,0.25,12
C11775,0,0.727273,14,0,3000,1708.484919,1285.667565,0,11
C11776,0.166667,0,0,20,2000,3051.442623,185.380301,0.75,12
C11777,0,0,0,14,5750,2107.740768,2658.139243,0,12
C11778,0,0,0,50,2500,989.999739,1121.296235,0,12
C11779,0.666667,0.333333,11,9,1500,1086.417545,1818.148035,0,12
C11780,1,0,0,55,6500,600.096058,163.367227,1,12
C11781,0,0.083333,3,0,3500,768.398403,239.523143,0,12
C11782,0,0.111111,1,0,3000,0,,0,9
C11784,0,0,0,2,4000,411.825987,83.449559,0,12
C11785,1,0,0,35,10000,1425.2566,203.356235,0,12
C11786,1,0,0,109,16000,2259.241805,183.138427,0.181818,12
C11787,0,0.090909,6,22,4000,2803.353036,130.626533,0.714286,11
C11788,0,0.25,3,0,1500,526.910053,416.325411,0,12
C11789,0,0,0,1,12500,453.421982,204.88001,0,12
C11790,0.416667,0.083333,1,6,5000,3187.854069,665.357143,0,12
C11791,0,0.1,1,0,1500,648.301187,148.644436,0,10
C11792,1,0,0,25,6000,1343.893653,159.496615,0.545455,12
C11794,0,0.333333,19,0,1200,2185.377456,444.684235,0.090909,12
C11795,0,0.083333,1,7,10500,615.450902,1637.629006,0,12
C11796,0.166667,0,0,2,1200,277.766526,436.577474,0,12
C11797,1,0,0,51,5500,3219.285764,244.624549,0.416667,12
C11798,1,0.083333,1,44,1600,4936.506976,284.024015,0.083333,12
C11799,0,0.25,4,0,8000,975.508088,897.29515,0,12
C11800,1,0.5,11,111,8300,6173.165264,1192.462873,0.083333,12
C11801,0.666667,0,0,19,7500,2658.629277,141.256176,0.333333,12
C11802,0,0,0,3,10000,234.444295,101.418698,0.166667,12
C11803,0.916667,0,0,25,4000,1181.316469,174.477061,0.583333,12
C11804,0.7,0,0,26,1500,310.912113,157.872552,0,10
C11805,1,0,0,28,2500,1746.018537,2996.008935,0,12
C11806,0.916667,0,0,23,10500,2605.175646,174.261548,0.5,12
C11807,0.25,0,0,4,7950,346.311752,164.071552,0.666667,12
C11808,1,0.083333,1,15,7000,889.86432,1566.969659,0,12
C11809,0,0.083333,1,0,3000,0,,0,12
C11810,1,0,0,12,4500,2216.561982,2469.589072,0,12
C11811,0.333333,0.166667,3,7,7000,1778.900698,177.969765,1,12
C11813,1,0,0,62,9000,4001.942901,167.998751,1,12
C11814,1,0,0,49,15000,11381.63396,299.249818,1,12
C11815,1,0.083333,1,21,13500,1663.976007,1229.779536,0,12
C11816,1,0.166667,2,52,7500,8138.429479,1070.026829,0.083333,12
C11817,0,0,0,7,1800,3334.754054,1102.402301,0,12
C11818,1,0,0,15,1800,667.764492,601.656779,0,12
C11819,1,0.25,7,135,9000,15824.73587,3364.021248,0.083333,12
C11820,0,0.916667,21,0,14000,9874.465723,1168.006176,0.083333,12
