CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C10999,2872.8386,1.0,555.0,0.0,555.0,0.0,0.666667,0.0,0.583333,0.0,0.0,12.0,3000.0,1397.0272,1680.5437,0.0,12.0
C11000,2437.7395,1.0,1093.93,695.29,398.64,822.70044,1.0,0.25,1.0,0.166667,4.0,15.0,2900.0,556.2137,1049.4163,0.0,12.0
C11001,160.81656,1.0,1755.76,1755.76,0.0,0.0,1.0,1.0,0.0,0.0,0.0,20.0,2500.0,1633.0502,194.34358,0.916667,12.0
C11002,2802.369,1.0,829.15,0.0,829.15,476.3294,0.416667,0.0,0.333333,0.083333,1.0,5.0,3000.0,1393.565,634.1964,0.0,12.0
C11003,4618.092,1.0,541.68,541.68,0.0,3580.7534,0.166667,0.166667,0.0,0.166667,2.0,2.0,8500.0,0.0,,0.0,12.0
C11004,3108.3938,0.9,26582.34,15158.9,11423.44,0.0,0.9,0.8,0.8,0.0,0.0,55.0,28000.0,26557.098,586.0291,0.875,10.0
C11005,3946.4211,1.0,1508.54,1508.54,0.0,0.0,1.0,1.0,0.0,0.0,0.0,16.0,8500.0,0.0,,0.0,12.0
C11006,560.414,1.0,99.0,99.0,0.0,909.10913,0.083333,0.083333,0.0,0.25,3.0,1.0,1000.0,407.8195,141.93594,0.0,12.0
C11007,2001.0309,1.0,1534.98,1424.58,110.4,1407.2047,1.0,0.75,0.333333,0.666667,17.0,32.0,4000.0,867.88434,1313.8778,0.0,12.0
C11008,1216.8938,1.0,76.3,76.3,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,3.0,1200.0,533.08594,7781.6714,0.0,12.0
C11009,343.96622,1.0,3927.12,0.0,3927.12,0.0,1.0,0.0,1.0,0.0,0.0,34.0,5500.0,3626.9834,198.45465,0.333333,12.0
C11010,887.6793,1.0,1486.31,179.75,1306.56,0.0,1.0,0.833333,0.916667,0.0,0.0,39.0,1800.0,0.0,,0.0,12.0
C11011,5573.1465,1.0,435.14,435.14,0.0,3935.7332,1.0,1.0,0.0,0.333333,7.0,14.0,7000.0,1587.9098,1390.1106,0.0,12.0
C11012,31.490164,0.636364,280.35,280.35,0.0,900.5474,0.166667,0.166667,0.0,0.166667,2.0,3.0,4000.0,0.0,,0.0,12.0
C11013,1464.1915,1.0,367.94,246.2,121.74,0.0,0.583333,0.25,0.416667,0.0,0.0,9.0,1500.0,719.9457,1546.6055,0.0,12.0
C11014,114.38833,1.0,182.0,0.0,182.0,0.0,0.333333,0.0,0.333333,0.0,0.0,4.0,1500.0,169.70811,168.97377,0.083333,12.0
C11015,1355.3121,0.818182,1682.06,1383.74,298.32,0.0,1.0,0.25,1.0,0.0,0.0,15.0,13000.0,6965.3535,487.62064,0.0,12.0
C11016,357.62717,1.0,3070.45,1864.11,1206.34,0.0,0.916667,0.916667,0.416667,0.0,0.0,20.0,18500.0,4023.111,169.76315,1.0,12.0
C11017,1368.2885,1.0,34.0,0.0,34.0,135.17844,0.083333,0.0,0.083333,0.25,3.0,1.0,1600.0,1913.7449,530.3496,0.0,12.0
C11018,2870.0823,0.909091,490.21,490.21,0.0,10735.102,0.272727,0.272727,0.0,0.636364,29.0,3.0,6000.0,5956.1274,991.4683,0.0,11.0
C11019,2797.2332,1.0,2197.21,1101.76,1095.45,1824.8234,1.0,0.25,1.0,0.083333,2.0,31.0,4000.0,0.0,,0.0,12.0
C11020,1055.5321,1.0,170.0,0.0,170.0,0.0,0.25,0.0,0.166667,0.0,0.0,3.0,1200.0,229.30101,299.35187,0.0,12.0
C11021,3421.5479,1.0,36.0,0.0,36.0,19.042418,0.083333,0.0,0.083333,0.083333,1.0,1.0,3500.0,404.99344,10849.438,0.0,12.0
C11022,165.70087,1.0,1806.97,132.81,1674.16,0.0,1.0,0.25,1.0,0.0,0.0,28.0,3500.0,1595.483,163.30875,1.0,12.0
C11023,5317.7837,1.0,0.0,0.0,0.0,5833.697,0.0,0.0,0.0,0.416667,8.0,0.0,6500.0,3154.8623,1369.7759,0.0,12.0
C11024,1532.2786,1.0,2612.1,1375.5,1236.6,0.0,0.916667,0.916667,0.75,0.0,0.0,135.0,6500.0,1348.3219,433.61868,0.0,12.0
C11025,1506.5166,1.0,1188.78,179.56,1009.22,65.10451,1.0,0.333333,1.0,0.083333,2.0,91.0,6500.0,2813.165,369.90186,0.166667,12.0
C11026,195.80446,0.909091,0.0,0.0,0.0,477.37872,0.0,0.0,0.0,0.083333,1.0,0.0,1950.0,550.8258,140.44771,0.1,12.0
C11027,2845.1604,0.727273,735.09,652.94,82.15,0.0,0.666667,0.25,0.333333,0.0,0.0,8.0,10500.0,6006.4927,888.9011,0.0,12.0
C11028,1268.3522,1.0,1533.28,0.0,1533.28,2294.0024,1.0,0.0,0.916667,0.333333,8.0,20.0,1200.0,3363.2754,2639.293,0.0,12.0
C11029,1250.3947,0.909091,443.99,443.99,0.0,0.0,0.272727,0.272727,0.0,0.0,0.0,3.0,3500.0,273.82364,259.71594,0.0,11.0
C11030,9.503968,1.0,96.62,0.0,96.62,0.0,1.0,0.0,1.0,0.0,0.0,19.0,4500.0,1086.9325,92.21793,0.25,12.0
C11031,2285.0688,1.0,0.0,0.0,0.0,1173.3109,0.0,0.0,0.0,0.166667,5.0,0.0,2500.0,381.67206,1003.2652,0.0,12.0
C11032,2928.7566,1.0,160.92,0.0,160.92,319.93198,1.0,0.0,1.0,0.333333,5.0,12.0,3000.0,1142.8472,1098.4799,0.0,12.0
C11033,1460.1786,1.0,937.96,100.0,837.96,0.0,1.0,0.083333,1.0,0.0,0.0,40.0,1500.0,1186.8597,1320.8553,0.0,12.0
C11034,2022.4694,1.0,22.5,0.0,22.5,0.0,0.416667,0.0,0.416667,0.0,0.0,5.0,10000.0,2062.495,435.66217,0.0,12.0
C11035,1651.1274,1.0,720.18,478.53,241.65,0.0,0.583333,0.166667,0.333333,0.0,0.0,7.0,5000.0,0.0,,0.0,12.0
C11036,76.48308,0.727273,69.0,69.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,4500.0,462.22626,100.02318,0.0,12.0
C11038,3766.0728,1.0,64.82,34.96,29.86,298.10864,0.25,0.083333,0.166667,0.166667,4.0,3.0,4150.0,1019.84973,1260.2627,0.0,12.0
C11039,1083.0767,1.0,0.0,0.0,0.0,91.903206,0.0,0.0,0.0,0.083333,1.0,0.0,1200.0,309.30017,476.8309,0.0,12.0
C11040,250.12352,0.909091,2655.99,2655.99,0.0,0.0,0.916667,0.916667,0.0,0.0,0.0,21.0,3600.0,3155.8936,168.81453,0.727273,12.0
C11041,41.14656,1.0,825.0,0.0,825.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,2500.0,887.67786,132.02003,0.727273,12.0
C11042,3340.2334,1.0,1783.57,1400.59,382.98,9569.47,0.833333,0.25,0.75,0.833333,29.0,22.0,8000.0,6173.8223,1030.0536,0.0,12.0
C11043,97.64988,0.454545,1092.59,673.11,419.48,0.0,1.0,0.166667,1.0,0.0,0.0,26.0,18000.0,1399.3237,108.41096,0.090909,12.0
C11044,253.14311,0.142857,0.0,0.0,0.0,3351.3855,0.0,0.0,0.0,0.142857,3.0,0.0,5000.0,0.0,,0.0,7.0
C11045,1239.8894,1.0,3914.15,2643.0,1271.15,0.0,0.583333,0.25,0.416667,0.0,0.0,12.0,9500.0,3980.1072,511.12198,0.083333,12.0
C11046,3846.4983,1.0,788.54,734.45,54.09,69.89447,0.545455,0.363636,0.181818,0.090909,2.0,8.0,4200.0,2071.8655,1445.433,0.0,11.0
C11047,12373.333,1.0,830.15,200.0,630.15,10249.921,0.75,0.166667,0.583333,0.916667,26.0,14.0,11000.0,14040.866,12245.926,0.0,12.0
C11048,1958.3274,1.0,0.0,0.0,0.0,39.46159,0.0,0.0,0.0,0.083333,1.0,0.0,2100.0,404.07028,999.05035,0.0,12.0
C11049,411.72763,0.909091,1037.82,1037.82,0.0,0.0,0.5,0.5,0.0,0.0,0.0,12.0,6500.0,1461.4169,214.72458,0.1,12.0
C11050,1548.7673,1.0,723.65,723.65,0.0,0.0,1.0,1.0,0.0,0.0,0.0,24.0,8500.0,0.0,,0.0,12.0
C11051,2128.1516,1.0,0.0,0.0,0.0,19.34573,0.0,0.0,0.0,0.083333,1.0,0.0,2100.0,138.90718,13266.382,0.0,12.0
C11052,1046.7853,0.555556,0.0,0.0,0.0,2908.4001,0.0,0.0,0.0,0.333333,13.0,0.0,3000.0,87.87934,630.6798,0.0,9.0
C11053,640.5958,1.0,2496.57,1837.56,659.01,0.0,0.5,0.333333,0.166667,0.0,0.0,14.0,3000.0,1145.7073,201.05022,0.0,12.0
C11054,270.09613,0.818182,3061.26,1913.26,1148.0,0.0,0.666667,0.333333,0.666667,0.0,0.0,20.0,6000.0,3594.0464,152.391,0.454545,12.0
C11055,1583.6221,1.0,45.65,45.65,0.0,0.0,0.090909,0.090909,0.0,0.0,0.0,1.0,1700.0,317.9112,481.2375,0.0,11.0
C11056,380.38477,0.545455,1188.0,1188.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,2.0,9000.0,2461.3203,158.33981,0.0,12.0
C11057,445.4091,1.0,307.11,163.29,143.82,0.0,0.833333,0.25,0.666667,0.0,0.0,12.0,1500.0,467.84412,171.37083,0.0,12.0
C11058,117.94949,1.0,1368.88,1088.23,280.65,0.0,1.0,0.166667,1.0,0.0,0.0,15.0,4500.0,455.5274,179.47514,1.0,12.0
C11059,2608.1438,1.0,207.68,207.68,0.0,189.87431,0.083333,0.083333,0.0,0.083333,1.0,1.0,3000.0,1243.8403,638.67926,0.0,12.0
C11060,48.521324,1.0,514.97,514.97,0.0,0.0,1.0,1.0,0.0,0.0,0.0,16.0,5500.0,380.61392,208.56837,0.25,12.0
C11061,1076.571,1.0,45.65,45.65,0.0,48.730843,0.083333,0.083333,0.0,0.083333,1.0,1.0,1200.0,299.78995,374.37778,0.0,12.0
C11062,2294.146,1.0,29.29,0.0,29.29,137.25694,0.083333,0.0,0.083333,0.083333,2.0,1.0,2100.0,149.36374,17693.078,0.0,12.0
C11063,25.570988,0.454545,45.65,45.65,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1500.0,491.4555,117.80843,0.0,12.0
C11064,5049.4424,1.0,0.0,0.0,0.0,3631.844,0.0,0.0,0.0,0.333333,5.0,0.0,8500.0,8574.542,1473.8413,0.0,12.0
C11065,5516.2017,1.0,0.0,0.0,0.0,2941.9036,0.0,0.0,0.0,0.333333,11.0,0.0,6000.0,1443.4332,1406.9093,0.0,12.0
C11066,300.7821,0.909091,2590.95,2330.95,260.0,0.0,0.75,0.666667,0.25,0.0,0.0,18.0,10000.0,3286.5847,168.32191,0.875,12.0
C11067,1133.0902,1.0,85.92,0.0,85.92,551.0788,0.583333,0.0,0.583333,1.0,13.0,7.0,1200.0,0.0,,0.0,12.0
C11068,5842.2314,1.0,452.59,241.53,211.06,786.6211,0.916667,0.416667,0.916667,0.25,5.0,22.0,7500.0,4431.4897,2071.4329,0.0,12.0
C11069,7.980453,0.272727,0.0,0.0,0.0,95.84292,0.0,0.0,0.0,0.083333,1.0,0.0,9500.0,198.01447,165.092,0.0,12.0
C11070,4677.243,1.0,125.0,0.0,125.0,2406.23,0.583333,0.0,0.5,0.5,6.0,10.0,5000.0,1087.8667,1092.7374,0.0,12.0
C11071,1095.276,1.0,119.0,119.0,0.0,54.739914,0.083333,0.083333,0.0,0.25,3.0,1.0,1200.0,365.05304,540.656,0.0,12.0
C11072,6432.686,1.0,0.0,0.0,0.0,3249.0623,0.0,0.0,0.0,0.5,16.0,0.0,7000.0,1549.9164,2295.2197,0.0,12.0
C11073,328.24298,1.0,1555.66,1023.9,531.76,0.0,1.0,0.25,1.0,0.0,0.0,26.0,3500.0,1052.2759,206.42308,0.0,12.0
C11074,448.78873,1.0,32.38,32.38,0.0,545.6427,0.083333,0.083333,0.0,0.083333,2.0,1.0,5000.0,0.0,,0.0,12.0
C11075,209.17833,0.5,34.0,19.0,15.0,0.0,0.5,0.166667,0.166667,0.0,0.0,3.0,6000.0,635.90967,81.198555,0.0,6.0
C11076,1463.3024,0.272727,0.0,0.0,0.0,586.02924,0.0,0.0,0.0,0.083333,1.0,0.0,17000.0,17194.627,968.6038,0.25,12.0
C11077,7024.269,1.0,130.4,0.0,130.4,1916.5345,0.333333,0.0,0.25,0.083333,1.0,4.0,10200.0,0.0,,0.0,12.0
C11078,68.69062,1.0,734.37,59.0,675.37,0.0,1.0,0.083333,1.0,0.0,0.0,30.0,10500.0,837.5178,178.75204,0.75,12.0
C11079,1268.1443,1.0,0.0,0.0,0.0,1331.1665,0.0,0.0,0.0,0.428571,5.0,0.0,1500.0,499.96127,206.7371,0.0,7.0
C11080,28.329891,1.0,292.59,292.59,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,5000.0,0.0,,0.0,12.0
C11081,140.34933,0.363636,1042.52,1042.52,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,6000.0,3212.647,260.06674,0.5,12.0
C11082,1838.1068,1.0,2682.25,2632.4,49.85,188.36824,1.0,1.0,0.083333,0.083333,1.0,16.0,4500.0,1891.063,429.69736,0.0,12.0
C11083,1688.534,1.0,280.0,280.0,0.0,49.117805,0.166667,0.166667,0.0,0.083333,1.0,3.0,1800.0,547.98267,664.5853,0.0,12.0
C11084,1048.0671,1.0,0.0,0.0,0.0,158.34764,0.0,0.0,0.0,0.25,3.0,0.0,1200.0,369.89597,281.09164,0.0,12.0
C11085,4862.6416,1.0,1302.37,1302.37,0.0,1279.629,0.5,0.5,0.0,0.25,3.0,9.0,6000.0,1723.4321,1836.6029,0.0,12.0
C11086,554.2898,1.0,90.0,90.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,7000.0,414.11746,189.97917,0.0,12.0
C11087,65.64519,0.545455,735.69,85.5,650.19,0.0,0.5,0.083333,0.416667,0.0,0.0,16.0,3000.0,1302.7789,140.7517,1.0,12.0
C11088,1389.5986,1.0,6058.03,3391.88,2666.15,3517.9478,1.0,0.166667,1.0,0.25,6.0,52.0,4000.0,6528.8296,550.9711,0.0,12.0
C11089,230.16142,0.888889,750.05,160.05,590.0,0.0,0.666667,0.111111,0.555556,0.0,0.0,7.0,14000.0,1207.0216,116.53146,0.0,9.0
C11090,56.53657,1.0,499.92,0.0,499.92,0.0,1.0,0.0,1.0,0.0,0.0,12.0,3000.0,496.55185,194.50284,0.416667,12.0
C11091,39.37618,1.0,256.5,0.0,256.5,0.0,0.75,0.0,0.666667,0.0,0.0,9.0,1200.0,164.37267,131.10674,0.166667,12.0
C11092,52.0899,0.727273,230.15,230.15,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,1600.0,0.0,,0.0,12.0
C11093,224.93758,1.0,1956.8,105.8,1851.0,0.0,1.0,0.083333,1.0,0.0,0.0,31.0,10000.0,1908.7336,185.37163,1.0,12.0
C11094,8823.284,1.0,3719.0,2293.18,1425.82,29282.11,1.0,0.75,1.0,0.416667,26.0,61.0,15500.0,28150.979,7321.64,0.083333,12.0
C11095,1005.3326,1.0,0.0,0.0,0.0,19.503826,0.0,0.0,0.0,0.083333,1.0,0.0,1200.0,347.44675,425.7772,0.0,12.0
C11096,160.85207,0.888889,4704.98,2017.22,2687.76,0.0,0.888889,0.666667,0.777778,0.0,0.0,45.0,4500.0,4372.543,129.80188,0.833333,9.0
C11097,1594.5278,1.0,60.0,60.0,0.0,97.85436,1.0,1.0,0.0,0.083333,1.0,12.0,1800.0,422.76575,385.3958,0.0,12.0
C11098,5961.8633,1.0,320.08,64.03,256.05,3134.417,1.0,0.083333,0.916667,0.583333,17.0,13.0,7000.0,1894.7468,2168.9512,0.0,12.0
C11099,864.9757,1.0,66.7,66.7,0.0,75.254745,0.083333,0.083333,0.0,0.083333,1.0,1.0,1000.0,413.1671,240.5173,0.0,12.0
C11100,2683.746,1.0,130.0,130.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,4500.0,610.426,891.6848,0.0,12.0
C11101,6.914784,0.454545,71.4,0.0,71.4,0.0,0.166667,0.0,0.083333,0.0,0.0,2.0,2000.0,21.55251,112.58448,0.0,12.0
C11102,1747.1195,1.0,285.45,285.45,0.0,1429.49,0.333333,0.333333,0.0,0.416667,7.0,10.0,3000.0,420.8623,389.6331,0.0,12.0
C11103,4069.5254,1.0,259.84,211.51,48.33,1731.9584,0.166667,0.166667,0.083333,0.25,12.0,4.0,7500.0,1105.0277,1586.5945,0.0,12.0
C11104,601.36945,1.0,35.8,35.8,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,750.0,255.50208,217.07466,0.0,12.0
C11105,1050.9268,1.0,150.0,0.0,150.0,114.4628,0.5,0.0,0.5,0.083333,1.0,6.0,1000.0,238.6194,5303.9585,0.0,12.0
C11106,62.635574,1.0,611.31,0.0,611.31,0.0,1.0,0.0,1.0,0.0,0.0,37.0,1500.0,514.6675,139.83202,0.916667,12.0
C11107,814.2694,0.875,0.0,0.0,0.0,1175.3589,0.0,0.0,0.0,0.125,1.0,0.0,1200.0,257.1875,205.44618,0.0,8.0
C11108,1026.8745,0.909091,153.96,153.96,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,2.0,8500.0,1676.091,266.0698,0.090909,12.0
C11109,42.125652,0.636364,453.89,453.89,0.0,0.0,0.25,0.25,0.0,0.0,0.0,3.0,6500.0,793.2965,127.427086,1.0,12.0
C11110,367.59656,0.363636,0.0,0.0,0.0,1078.2474,0.0,0.0,0.0,0.166667,5.0,0.0,1200.0,274.20404,274.42795,0.0,12.0
C11111,3409.1306,1.0,0.0,0.0,0.0,4459.7417,0.0,0.0,0.0,0.666667,14.0,0.0,6000.0,2203.0457,1023.381,0.0,12.0
C11112,15.216647,0.272727,133.0,133.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,1200.0,780.12787,89.546616,0.0,12.0
C11113,206.30554,1.0,1594.0,1084.0,510.0,0.0,0.333333,0.25,0.166667,0.0,0.0,10.0,4500.0,1605.614,119.213806,0.090909,12.0
C11114,3892.2231,1.0,929.99,453.0,476.99,558.7321,1.0,0.5,1.0,0.083333,1.0,65.0,6500.0,951.73706,909.7412,0.0,12.0
C11115,39.27405,0.545455,431.49,431.49,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,7.0,1500.0,745.76843,107.84873,0.0,12.0
C11116,413.98782,1.0,985.79,892.8,92.99,0.0,0.5,0.5,0.25,0.0,0.0,16.0,3000.0,887.8856,176.21631,0.0,12.0
C11117,1549.6001,1.0,0.0,0.0,0.0,181.45033,0.0,0.0,0.0,0.083333,1.0,0.0,5000.0,793.3639,498.0139,0.0,12.0
C11118,8.640998,0.363636,0.0,0.0,0.0,2777.2004,0.0,0.0,0.0,0.083333,1.0,0.0,6000.0,11267.694,5.045387,0.5,12.0
C11119,85.79793,1.0,931.98,289.03,642.95,0.0,1.0,1.0,0.75,0.0,0.0,23.0,7500.0,875.4238,186.61005,0.416667,12.0
C11120,48.157955,0.363636,648.24,286.0,362.24,0.0,0.333333,0.25,0.25,0.0,0.0,6.0,2000.0,753.7202,58.719456,0.363636,12.0
C11121,4184.9155,1.0,0.0,0.0,0.0,3757.6836,0.0,0.0,0.0,0.5,13.0,0.0,5000.0,0.0,,0.0,12.0
C11122,4046.5747,1.0,1757.44,242.89,1514.55,19.677305,1.0,0.25,1.0,0.083333,1.0,68.0,4500.0,1721.7052,1111.3159,0.0,12.0
C11123,1522.8312,1.0,0.0,0.0,0.0,1883.4833,0.0,0.0,0.0,0.5,7.0,0.0,5000.0,1110.5767,364.83264,0.0,10.0
C11124,2016.0492,1.0,1372.57,620.77,751.8,3806.7585,0.75,0.583333,0.416667,0.75,27.0,16.0,5500.0,3582.4702,615.9908,0.0,12.0
C11125,72.25191,0.727273,665.5,228.0,437.5,0.0,0.416667,0.166667,0.333333,0.0,0.0,12.0,4000.0,1443.7264,106.63213,0.5,12.0
C11126,5336.743,1.0,680.97,680.97,0.0,4037.6267,0.583333,0.583333,0.0,0.416667,7.0,10.0,8500.0,1272.7222,1361.5906,0.0,12.0
C11128,7.527502,0.545455,65.75,0.0,65.75,0.0,0.416667,0.0,0.416667,0.0,0.0,5.0,4000.0,187.93625,132.19075,0.571429,12.0
C11129,1262.8882,1.0,313.02,210.5,102.52,1381.6133,0.583333,0.5,0.416667,0.083333,1.0,13.0,1500.0,1960.5193,922.418,0.0,12.0
C11130,1850.5095,1.0,0.0,0.0,0.0,218.73114,0.0,0.0,0.0,0.416667,5.0,0.0,2000.0,498.43683,401.4881,0.0,12.0
C11131,3019.8206,1.0,1158.28,0.0,1158.28,538.243,0.75,0.0,0.666667,0.333333,4.0,19.0,7500.0,804.8154,980.7116,0.0,12.0
C11132,1382.2405,1.0,113.03,0.0,113.03,3688.7942,0.583333,0.0,0.5,0.833333,31.0,12.0,3000.0,2780.9314,463.14447,0.0,12.0
C11133,6.338717,0.090909,171.0,171.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,4000.0,495.80856,88.232735,0.0,12.0
C11134,3676.0703,1.0,2255.1,1216.81,1038.29,106.449005,1.0,0.666667,1.0,0.083333,1.0,27.0,3500.0,2055.0872,3606.2283,0.0,12.0
C11135,451.0765,0.818182,32.25,0.0,32.25,0.0,0.083333,0.0,0.083333,0.0,0.0,1.0,1800.0,0.0,,0.0,12.0
C11136,5858.9478,1.0,896.18,896.18,0.0,4222.003,0.166667,0.166667,0.0,0.666667,12.0,5.0,7000.0,3948.6636,1493.6525,0.0,12.0
C11137,35.57836,0.909091,464.51,133.0,331.51,0.0,0.833333,0.083333,0.75,0.0,0.0,10.0,3000.0,452.52234,147.2436,0.777778,12.0
C11138,153.16269,1.0,1198.2,0.0,1198.2,0.0,1.0,0.0,1.0,0.0,0.0,12.0,7000.0,1108.3546,184.16313,0.416667,12.0
C11139,3140.6982,1.0,1961.78,1107.29,854.49,0.0,1.0,0.166667,1.0,0.0,0.0,24.0,6000.0,5361.3467,742.3089,0.0,12.0
C11140,2239.938,1.0,90.0,90.0,0.0,966.3305,0.090909,0.090909,0.0,0.454545,7.0,1.0,3500.0,518.13434,484.79752,0.0,11.0
C11141,510.23376,1.0,436.74,436.74,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,5.0,3500.0,484.28534,239.69054,0.0,12.0
C11142,683.971,0.909091,294.0,145.0,149.0,281.66937,0.5,0.083333,0.416667,0.166667,2.0,7.0,3500.0,1578.3744,174.83612,0.1,12.0
C11143,703.05304,1.0,335.99,0.0,335.99,956.5789,0.583333,0.0,0.5,0.083333,1.0,7.0,7500.0,2300.7998,202.99155,0.25,12.0
C11145,3508.5608,1.0,0.0,0.0,0.0,2251.7446,0.0,0.0,0.0,0.083333,2.0,0.0,9000.0,4508.113,935.83984,0.0,12.0
C11146,8115.039,1.0,383.42,0.0,383.42,0.0,0.5,0.0,0.416667,0.0,0.0,7.0,11000.0,1982.5428,1821.7859,0.0,12.0
C11148,4294.953,1.0,0.0,0.0,0.0,7700.897,0.0,0.0,0.0,0.666667,28.0,0.0,7000.0,3129.3596,1138.5922,0.0,12.0
C11149,256.43335,1.0,206.35,0.0,206.35,0.0,0.75,0.0,0.75,0.0,0.0,9.0,1000.0,689.93304,1879.8173,0.0,12.0
C11150,297.9859,1.0,116.18,7.78,108.4,0.0,0.416667,0.083333,0.333333,0.0,0.0,5.0,1000.0,1178.5836,206.81279,0.083333,12.0
C11151,1386.0206,1.0,0.0,0.0,0.0,2168.901,0.0,0.0,0.0,0.166667,5.0,0.0,6000.0,1736.1211,450.59814,0.0,12.0
C11152,5311.8774,1.0,299.94,0.0,299.94,6351.3125,0.75,0.0,0.75,0.416667,12.0,15.0,6000.0,7105.879,3204.783,0.0,12.0
C11153,417.8788,1.0,364.0,364.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,4.0,5000.0,1039.5511,211.31764,0.0,12.0
C11154,94.241684,0.666667,1019.34,0.0,1019.34,0.0,0.666667,0.0,0.666667,0.0,0.0,7.0,5000.0,1014.35925,122.10869,1.0,9.0
C11155,0.48805,0.9,121.0,0.0,121.0,0.0,0.2,0.0,0.2,0.0,0.0,2.0,13000.0,239.48239,18.219526,0.1,10.0
C11156,293.02927,0.818182,3094.97,185.0,2909.97,0.0,0.75,0.25,0.666667,0.0,0.0,12.0,14500.0,2543.5508,124.465256,0.666667,12.0
C11157,857.84314,1.0,0.0,0.0,0.0,2132.7544,0.0,0.0,0.0,0.333333,6.0,0.0,7500.0,980.39624,272.6961,0.0,12.0
C11158,4688.1035,1.0,0.0,0.0,0.0,357.12936,0.0,0.0,0.0,0.166667,2.0,0.0,5000.0,981.1498,2216.59,0.0,12.0
C11159,1373.1748,1.0,215.0,0.0,215.0,0.0,0.25,0.0,0.166667,0.0,0.0,10.0,8500.0,598.0127,319.99667,0.0,12.0
C11161,2730.8438,1.0,2900.0,2900.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,1.0,2900.0,0.0,,0.0,8.0
C11162,661.42303,0.636364,1109.53,630.01,479.52,952.74335,0.416667,0.083333,0.416667,0.083333,1.0,6.0,7500.0,3137.5085,137.30609,0.0,12.0
C11163,749.12775,1.0,80.3,80.3,0.0,490.43295,0.166667,0.166667,0.0,0.25,4.0,3.0,1950.0,214.23038,2359.0056,0.0,12.0
C11164,2391.8435,1.0,3279.57,777.63,2501.94,0.0,1.0,0.583333,0.916667,0.0,0.0,119.0,5000.0,1226.5663,547.9496,0.0,12.0
C11165,677.1882,0.909091,3777.59,3777.59,0.0,329.21445,0.818182,0.818182,0.0,0.181818,3.0,28.0,4000.0,5499.746,261.24753,0.090909,11.0
C11166,26.787186,0.272727,114.0,114.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1200.0,333.79416,124.49441,0.0,12.0
C11167,20.962217,1.0,290.36,0.0,290.36,0.0,0.916667,0.0,0.833333,0.0,0.0,12.0,10000.0,255.56413,178.83986,0.727273,12.0
C11169,952.51575,1.0,129.95,129.95,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,2.0,1500.0,1791.018,500.84808,0.083333,12.0
C11170,6090.5225,1.0,22.16,22.16,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,9000.0,568.7811,30528.432,0.0,12.0
C11171,0.0,0.0,12.65,0.0,12.65,0.0,0.083333,0.0,0.083333,0.0,0.0,1.0,5000.0,0.0,,0.0,12.0
C11172,987.58417,1.0,0.0,0.0,0.0,185.64772,0.0,0.0,0.0,0.083333,2.0,0.0,1200.0,448.6892,251.52063,0.0,12.0
C11173,51.422176,0.636364,0.0,0.0,0.0,1504.1798,0.0,0.0,0.0,0.5,16.0,0.0,5500.0,1444.1675,70.38497,0.363636,12.0
C11174,2136.0823,1.0,0.0,0.0,0.0,2956.074,0.0,0.0,0.0,0.083333,2.0,0.0,6500.0,1943.8033,560.7573,0.0,12.0
C11175,3551.3557,1.0,1283.65,729.65,554.0,883.34576,0.833333,0.166667,0.666667,0.166667,4.0,17.0,5500.0,2244.998,921.9107,0.0,12.0
C11176,1306.4364,1.0,0.0,0.0,0.0,309.56073,0.0,0.0,0.0,0.25,4.0,0.0,1500.0,349.4087,427.33063,0.0,12.0
